phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_languages	n_pairs	raw_accuracy	bad_parse_rate	weighted_accuracy
5_1_anc_ext_S_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	sov	SV	APV	1	100	0.700000	0.000000	0.700000
5_1_anc_ext_S_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	sov	SV	APV	1	100	0.710000	0.000000	0.710000
5_1_anc_ext_S_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	sov	SV	APV	1	100	0.750000	0.000000	0.750000
5_1_anc_ext_S_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	sov	SV	APV	1	100	0.250000	0.550000	0.112500
5_1_anc_ext_S_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	ovs	VS	PVA	1	100	0.500000	0.000000	0.500000
5_1_anc_ext_S_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	vos	VS	AVP	1	100	0.540000	0.000000	0.540000
5_1_anc_ext_S_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	ovs	VS	PVA	1	100	0.510000	0.000000	0.510000
5_1_anc_ext_S_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	sov	SV	APV	1	100	0.320000	0.550000	0.144000
5_1_anc_ext_S_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	ovs	VS	PVA	1	100	0.440000	0.000000	0.440000
5_1_anc_ext_S_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	vos	VS	AVP	1	100	0.680000	0.000000	0.680000
5_1_anc_ext_S_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	ovs	VS	PVA	1	100	0.590000	0.000000	0.590000
5_1_anc_ext_S_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	sov	SV	APV	1	100	0.440000	0.320000	0.299200
5_1_anc_ext_S_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	ovs	VS	PVA	1	100	0.400000	0.170000	0.332000
5_1_anc_ext_S_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	vos	VS	AVP	1	100	0.380000	0.000000	0.380000
5_1_anc_ext_S_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	ovs	VS	PVA	1	100	0.350000	0.000000	0.350000
5_1_anc_ext_S_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	sov	SV	APV	1	100	0.420000	0.320000	0.285600
5_1_anc_ext_S_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	ovs	VS	PVA	1	100	0.280000	0.170000	0.232400
5_1_anc_ext_S_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	vos	VS	AVP	1	100	0.330000	0.000000	0.330000
5_1_anc_ext_S_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	ovs	VS	PVA	1	100	0.470000	0.000000	0.470000
5_1_anc_ext_S_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	svo	SV	AVP	1	100	0.680000	0.000000	0.680000
5_1_anc_ext_S_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.670000	0.000000	0.670000
5_1_anc_ext_S_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.840000	0.000000	0.840000
5_1_anc_ext_S_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	1	100	0.890000	0.000000	0.890000
5_1_anc_ext_S_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	svo	SV	AVP	1	100	0.590000	0.000000	0.590000
5_1_anc_ext_S_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.700000	0.000000	0.700000
5_1_anc_ext_S_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.820000	0.000000	0.820000
5_1_anc_ext_S_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	1	100	0.670000	0.000000	0.670000
5_1_anc_ext_S_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	svo	SV	AVP	1	100	0.750000	0.170000	0.622500
5_1_anc_ext_S_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.720000	0.170000	0.597600
5_1_anc_ext_S_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.690000	0.000000	0.690000
5_1_anc_ext_S_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	1	100	0.650000	0.000000	0.650000
5_1_anc_ext_S_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	svo	SV	AVP	1	100	0.530000	0.170000	0.439900
5_1_anc_ext_S_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.660000	0.170000	0.547800
5_1_anc_ext_S_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.690000	0.000000	0.690000
5_1_anc_ext_S_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	1	100	0.530000	0.000000	0.530000
5_1_anc_ext_S_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	svo	SV	AVP	1	100	0.680000	0.260000	0.503200
5_1_anc_ext_S_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.890000	0.000000	0.890000
5_1_anc_ext_S_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.990000	0.000000	0.990000
5_1_anc_ext_S_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_1_anc_ext_S_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	svo	SV	AVP	1	100	0.660000	0.260000	0.488400
5_1_anc_ext_S_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	1	100	0.930000	0.000000	0.930000
5_1_anc_ext_S_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_1_anc_ext_S_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	1	100	0.970000	0.000000	0.970000
5_1_anc_ext_S_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	svo	SV	AVP	1	100	0.650000	0.150000	0.552500
5_1_anc_ext_S_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.660000	0.000000	0.660000
5_1_anc_ext_S_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.700000	0.000000	0.700000
5_1_anc_ext_S_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	1	100	0.740000	0.000000	0.740000
5_1_anc_ext_S_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	svo	SV	AVP	1	100	0.630000	0.150000	0.535500
5_1_anc_ext_S_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	1	100	0.610000	0.000000	0.610000
5_1_anc_ext_S_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	1	100	0.540000	0.000000	0.540000
5_1_anc_ext_S_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	1	100	0.580000	0.000000	0.580000
5_1_anc_ext_S_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	vos	VS	VPA	1	100	0.260000	0.550000	0.117000
5_1_anc_ext_S_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.530000	0.000000	0.530000
5_1_anc_ext_S_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.790000	0.000000	0.790000
5_1_anc_ext_S_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	1	100	0.660000	0.000000	0.660000
5_1_anc_ext_S_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	vos	VS	VPA	1	100	0.450000	0.550000	0.202500
5_1_anc_ext_S_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.680000	0.000000	0.680000
5_1_anc_ext_S_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.800000	0.000000	0.800000
5_1_anc_ext_S_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	1	100	0.730000	0.000000	0.730000
5_1_anc_ext_S_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	vos	VS	VPA	1	100	0.620000	0.320000	0.421600
5_1_anc_ext_S_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.550000	0.170000	0.456500
5_1_anc_ext_S_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.840000	0.000000	0.840000
5_1_anc_ext_S_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	1	100	0.620000	0.000000	0.620000
5_1_anc_ext_S_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	vos	VS	VPA	1	100	0.540000	0.320000	0.367200
5_1_anc_ext_S_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.430000	0.170000	0.356900
5_1_anc_ext_S_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.640000	0.000000	0.640000
5_1_anc_ext_S_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	1	100	0.660000	0.000000	0.660000
5_1_anc_ext_S_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	vos	VS	VPA	1	100	0.430000	0.290000	0.305300
5_1_anc_ext_S_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.430000	0.000000	0.430000
5_1_anc_ext_S_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.320000	0.000000	0.320000
5_1_anc_ext_S_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	1	100	0.530000	0.000000	0.530000
5_1_anc_ext_S_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	vos	VS	VPA	1	100	0.530000	0.290000	0.376300
5_1_anc_ext_S_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	1	100	0.610000	0.000000	0.610000
5_1_anc_ext_S_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	1	100	0.420000	0.000000	0.420000
5_1_anc_ext_S_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	1	100	0.490000	0.000000	0.490000
5_1_anc_ext_S_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	vos	VS	VPA	1	100	0.770000	0.000000	0.770000
5_1_anc_ext_S_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.880000	0.000000	0.880000
5_1_anc_ext_S_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.850000	0.000000	0.850000
5_1_anc_ext_S_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	1	100	0.860000	0.000000	0.860000
5_1_anc_ext_S_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	vos	VS	VPA	1	100	0.780000	0.000000	0.780000
5_1_anc_ext_S_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	1	100	0.640000	0.000000	0.640000
5_1_anc_ext_S_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	1	100	0.730000	0.000000	0.730000
5_1_anc_ext_S_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	1	100	0.780000	0.000000	0.780000
5_2_anc_ext_A_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	sov	SV	APV	1	100	0.350000	0.240000	0.266000
5_2_anc_ext_A_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	sov	SV	APV	1	100	0.440000	0.000000	0.440000
5_2_anc_ext_A_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	sov	SV	APV	1	100	0.570000	0.000000	0.570000
5_2_anc_ext_A_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	sov	SV	APV	1	100	0.530000	0.000000	0.530000
5_2_anc_ext_A_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	sov	SV	APV	1	100	0.410000	0.240000	0.311600
5_2_anc_ext_A_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	sov	SV	APV	1	100	0.580000	0.000000	0.580000
5_2_anc_ext_A_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	sov	SV	APV	1	100	0.470000	0.000000	0.470000
5_2_anc_ext_A_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov	sov	SV	APV	1	100	0.650000	0.000000	0.650000
5_2_anc_ext_A_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov	sov	SV	APV	1	100	0.980000	0.500000	0.490000
5_2_anc_ext_A_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov	sov	SV	APV	1	100	0.990000	0.500000	0.495000
5_2_anc_ext_A_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov	sov	SV	APV	1	100	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov	sov	SV	APV	1	100	0.410000	0.240000	0.311600
5_2_anc_ext_A_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs	ovs	VS	PVA	1	100	0.550000	0.000000	0.550000
5_2_anc_ext_A_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos	vos	VS	AVP	1	100	0.800000	0.000000	0.800000
5_2_anc_ext_A_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs	ovs	VS	PVA	1	100	0.710000	0.000000	0.710000
5_2_anc_ext_A_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov	sov	SV	APV	1	100	0.550000	0.240000	0.418000
5_2_anc_ext_A_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs	ovs	VS	PVA	1	100	0.500000	0.000000	0.500000
5_2_anc_ext_A_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos	vos	VS	AVP	1	100	0.780000	0.000000	0.780000
5_2_anc_ext_A_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	ovs	VS	PVA	1	100	0.790000	0.000000	0.790000
5_2_anc_ext_A_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	sov	SV	APV	1	100	0.990000	0.120000	0.871200
5_2_anc_ext_A_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	ovs	VS	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	vos	VS	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	ovs	VS	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	sov	SV	APV	1	100	1.000000	0.120000	0.880000
5_2_anc_ext_A_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	ovs	VS	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	vos	VS	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	ovs	VS	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	svo	SV	AVP	1	100	0.730000	0.000000	0.730000
5_2_anc_ext_A_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.820000	0.000000	0.820000
5_2_anc_ext_A_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.830000	0.000000	0.830000
5_2_anc_ext_A_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	1	100	0.900000	0.000000	0.900000
5_2_anc_ext_A_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	svo	SV	AVP	1	100	0.640000	0.000000	0.640000
5_2_anc_ext_A_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.750000	0.000000	0.750000
5_2_anc_ext_A_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.750000	0.000000	0.750000
5_2_anc_ext_A_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	1	100	0.670000	0.000000	0.670000
5_2_anc_ext_A_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	svo	SV	AVP	1	100	0.980000	0.000000	0.980000
5_2_anc_ext_A_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	svo	SV	AVP	1	100	0.940000	0.000000	0.940000
5_2_anc_ext_A_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	svo	SV	AVP	1	100	0.770000	0.240000	0.585200
5_2_anc_ext_A_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.890000	0.000000	0.890000
5_2_anc_ext_A_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.950000	0.000000	0.950000
5_2_anc_ext_A_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	svo	SV	AVP	1	100	0.730000	0.240000	0.554800
5_2_anc_ext_A_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	vos	VS	VPA	1	100	0.910000	0.000000	0.910000
5_2_anc_ext_A_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	svo	SV	AVP	1	100	0.950000	0.120000	0.836000
5_2_anc_ext_A_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	svo	SV	AVP	1	100	0.890000	0.120000	0.783200
5_2_anc_ext_A_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	vos	VS	VPA	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	vos	VS	VPA	1	100	0.300000	0.240000	0.228000
5_2_anc_ext_A_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.540000	0.000000	0.540000
5_2_anc_ext_A_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.780000	0.000000	0.780000
5_2_anc_ext_A_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	svo	SV	AVP	1	100	0.610000	0.000000	0.610000
5_2_anc_ext_A_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	vos	VS	VPA	1	100	0.400000	0.240000	0.304000
5_2_anc_ext_A_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.630000	0.000000	0.630000
5_2_anc_ext_A_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.780000	0.000000	0.780000
5_2_anc_ext_A_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	svo	SV	AVP	1	100	0.780000	0.000000	0.780000
5_2_anc_ext_A_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	vos	VS	VPA	1	100	0.930000	0.120000	0.818400
5_2_anc_ext_A_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	svo	SV	AVP	1	100	0.970000	0.000000	0.970000
5_2_anc_ext_A_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	sov	SV	PVA	1	100	0.990000	0.000000	0.990000
5_2_anc_ext_A_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	svo	SV	AVP	1	100	0.990000	0.000000	0.990000
5_2_anc_ext_A_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	vos	VS	VPA	1	100	0.970000	0.120000	0.853600
5_2_anc_ext_A_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	svo	SV	AVP	1	100	0.990000	0.000000	0.990000
5_2_anc_ext_A_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	sov	SV	PVA	1	100	0.900000	0.000000	0.900000
5_2_anc_ext_A_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	svo	SV	AVP	1	100	1.000000	0.000000	1.000000
5_2_anc_ext_A_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	vos	VS	VPA	1	100	0.330000	0.240000	0.250800
5_2_anc_ext_A_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	vos	VS	VPA	1	100	0.450000	0.000000	0.450000
5_2_anc_ext_A_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	vos	VS	VPA	1	100	0.400000	0.000000	0.400000
5_2_anc_ext_A_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	vos	VS	VPA	1	100	0.510000	0.000000	0.510000
